Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
WR,Eric Decker,6300,NYJ@Dal 08:25PM ET,17.458,NYJ
WR,Randall Cobb,6300,GB@Oak 04:05PM ET,14.338,GB
WR,Jarvis Landry,6300,Mia@SD 04:25PM ET,18.158,Mia
WR,Sammy Watkins,6200,Buf@Was 01:00PM ET,16.17,Buf
WR,Amari Cooper,6000,GB@Oak 04:05PM ET,14.515,Oak
WR,T.Y. Hilton,5900,Hou@Ind 01:00PM ET,14.823,Ind
WR,Brandin Cooks,5900,Det@NO 08:30PM ET,15.362,NO
WR,Doug Baldwin,5800,Cle@Sea 04:05PM ET,16.846,Sea
WR,Danny Amendola,5700,Ten@NE 01:00PM ET,12.612,NE
WR,Michael Crabtree,5700,GB@Oak 04:05PM ET,15.3,Oak
WR,Allen Hurns,5600,Atl@Jax 01:00PM ET,16.358,Jax
WR,Emmanuel Sanders,5500,Den@Pit 04:25PM ET,14.025,Den
WR,Jeremy Maclin,5500,KC@Bal 01:00PM ET,16.925,KC
WR,Golden Tate,5500,Det@NO 08:30PM ET,13.123,Det
WR,Martavis Bryant,5500,Den@Pit 04:25PM ET,19.813,Pit
WR,John Brown,4900,Ari@Phi 08:30PM ET,15.142,Ari
WR,Ted Ginn,4600,Car@NYG 01:00PM ET,12.192,Car
WR,Kamar Aiken,4600,KC@Bal 01:00PM ET,11.108,Bal
WR,Willie Snead,4600,Det@NO 08:30PM ET,12.9,NO
WR,Vincent Jackson,4500,TB@StL 08:25PM ET,11.03,TB
WR,DeSean Jackson,4500,Buf@Was 01:00PM ET,10.071,Was
WR,Travis Benjamin,4500,Cle@Sea 04:05PM ET,14.462,Cle
WR,Michael Floyd,4400,Ari@Phi 08:30PM ET,12.767,Ari
WR,Jordan Matthews,4300,Ari@Phi 08:30PM ET,12.385,Phi
WR,Donte Moncrief,4300,Hou@Ind 01:00PM ET,12.223,Ind
WR,Marvin Jones,4200,Cin@SF 04:25PM ET,11.223,Cin
WR,Tyler Lockett,4200,Cle@Sea 04:05PM ET,10.792,Sea
WR,Pierre Garcon,4100,Buf@Was 01:00PM ET,10.646,Was
WR,James Jones,4000,GB@Oak 04:05PM ET,11.615,GB
WR,Kendall Wright,4000,Ten@NE 01:00PM ET,10.522,Ten
WR,Stefon Diggs,4000,Chi@Min 01:00PM ET,12.71,Min
WR,Anquan Boldin,3900,Cin@SF 04:25PM ET,11.882,SF
WR,Tavon Austin,3900,TB@StL 08:25PM ET,12.415,StL
WR,Rishard Matthews,3900,Mia@SD 04:25PM ET,12.691,Mia
WR,Cecil Shorts,3600,Hou@Ind 01:00PM ET,11.094,Hou
WR,Rueben Randle,3500,Car@NYG 01:00PM ET,10.7,NYG
WR,Nate Washington,3400,Hou@Ind 01:00PM ET,11.2,Hou
